ALink,SName,SLink,Lyric,Idiom
/12-stones/,The Last Song,/12-stones/the-last-song.html,I'm sorry for needing you to carry me. So simple sometimes when you're standing next. To me. You never change you never stay the same. Like a picture perfect sunrise every time with. One last song to sing. Take it all away from me and tell me how you. Want this to be. I want you i need you. A life without you made me wonder why i'm here. Until i found nothing ever seemed so clear. You never change you never stay the same. Like a picture perfect sunrise every time with. One last song to sing. I lose myself in everything you say i lose myself. In everything. I never knew that i could feel this way i never. Knew that i could feel,ENGLISH
/12-stones/,The One Thing,/12-stones/the-one-thing.html,"I feel it getting closer. I feel it taking over. Do you feel the same. Yeah I feel the same. The waiting takes forever. It's finally come together. Now it's in my brain. Making me insane. My feet on the ground. My head in the clouds. I'm one step away. Hope I never come down. It's the chill down my spine. The thrill that I need. I can't get enough. It's the one thing, the one thing. The burning inside. That keeps me alive. I can't give it up. It's the one thing, the one thing I need. Feels like a roller-coaster. Running free and off the track. Do you feel the same. Yeah I feel the same. This rush is like no other. A super sonic drive. And I love the way. It's making me insane. My feet on the ground. My head in the clouds. I'm one step away. Hope I never come down. It's the chill down my spine. The thrill that I need. I can't get enough. It's the one thing, the one thing. The burning inside. That keeps me alive. I can't give it up. It's the one thing, the one thing I need. It's the chill down my spine. The thrill that I need. I can't get enough. It's the one thing. It's the chill down my spine. The thrill that I need. I can't get enough. It's the one thing, the one thing. The burning inside. That keeps me alive. I can't give it up. It's the one thing, the one thing I need. The one thing I need. The one thing. The one thing",ENGLISH
/12-stones/,The Way I Feel,/12-stones/the-way-i-feel.html,"Lately I've been wandering. Off the narrow path. You've given me so many things that I've never had. And all in all I know it's you that always pulls me through. If you reach deep inside you'll see my heart is true. ‘Cause I hate the way I feel tonight. And I know I need you in my life. Yes I hate the way I feel inside. And I promise to make the sacrifice, Yeah!. (Come on). The world I know is pulling me. More and more each day. I feel like the odd man out as I begin to pray. Spiteful eyes are watching me. With everything I do. In the midst of darkness Lord. My spirit calls for you. ‘Cause I hate the way I feel tonight. And I know I need you in my life. Yes I hate the way I feel inside. And I promise to make the sacrifice, Yeah!. (You know sometimes deep inside). I feel like this. ‘Cause I hate the way I feel tonight. And I know I need you in my life. Yes I hate the way I feel inside. And I promise to make the sacrifice. Yes I hate the way I feel tonight. And I know I need you in my life, Yeah!. The Way I feel. The Way.... The Way I feel",ENGLISH
/12-stones/,This Dark Day,/12-stones/this-dark-day.html,"I'm flushing down pills. I'm lost in my will. This has been haunting me way too long. And I can't rewind. I'm suffering kind. I've been abusing way too long. I'm broken, suffocating. I'll close my eyes and I'll drift away. I'll make it through my darkest day. And I'll sing this song at the top of my lungs. Until this dark day is done. Now I am trapped in the way. of all my mistakes. I've been under for way too long. I'll sit in my shame. My hearts starts to race. The poison lingers in my veins. I'm broken, suffocating. I'll close my eyes and I'll drift away. I'll make it through my darkest day. And I'll sing this song at the top of my lungs. Until this dark day is done. You said I'll never change. You said I never had the strength to break away. But now I've changed. It's time to take the pain and walk away. [Now to walk away]. I'll open my eyes and I'll stay awake. I made it through my darkest day. And I'll sing this song at the top of my lungs. Now that this dark day is done. I'll open my eyes and I'll stay awake. I made it through my darkest day. And I'll sing this song at the top of my lungs. Now that this dark day is done",ENGLISH
/12-stones/,Time,/12-stones/time.html,Time is never on your side. We must keep moving. We walk through this life so paralyzed. Our past will shake our future. The path that we choose is all our own. But only time will tell. We stand and fight. We hold the line. We chose our side. We won't compromise. If you fear the cost. The true time you lost. You're destined to fade. And you're waiting for something to change. Time is never on your side. We must keep moving. Before we fade into oblivion. If our fears and hate keep growing. We'll never shift the paradigm. But only time will tell. We stand and fight. We hold the line. We chose our side. We won't compromise. If you fear the cost. The true time you lost. You're destined to fade. And you're waiting for something to change. Underneath it all. What have we become. Will we rise or will we fall. Only time will tell. We stand and fight. We hold the line. We chose our side. We won't compromise. If you fear the cost. The true time you've lost. You're destined to fade. And you're waiting for something to change,ENGLISH
/12-stones/,Tomorrow Comes Today,/12-stones/tomorrow-comes-today.html,"Alone I face the sun. The burning has began. I live to find a way. A never ending fate. My heart is on display. And I long to find a place. A light to shine right through. All of the shadows on my face. So shine for me as one. Cast the shadow on the sun. A light to find my way. I hope tomorrow comes today. Another day goes by. Alone I wonder why. Beginning seems so close. And ending's fade away. So difficult for anyone to see. I barely recognize this image of me. And trying to hide the scars. All of them blistering on me. So shine for me as one. Cast the shadow on the sun. A light to find my way. I hope tomorrow comes today. And I won't be the one. A shadow on the sun. A light to find a way. Because tomorrow comes today. And I have the strenght to overcome. I have the will to carry on. And I'm not scared to face this one on my own, on my own. Alone I face the sun. The burning has began. A light is shinning through. And it brings me back to you. So shine for me as one. Cast the shadow on the sun. A light to find my way. I hope tomorrow comes today. And I won't be the one. A shadow on the sun. A light to find a way. Because tomorrow comes today. I hope tomorrow comes today. I hope tomorrow comes today. _Well._",ENGLISH
/12-stones/,Unsaid,/12-stones/unsaid.html,"Sitting on the swing set. Watching days go by. Conversations about nothing. Street lights on, its time to go home. I'm not worried about tomorrow. 'Cause its only a day away. Yea, And I know its not my fault. I never dreamed this day would come. Now I'm wishing for my yesterdays. So many things are left undone. So many things are left undone. As I pull into the driveway. I feel myself go numb. And the tears of pain begin to fall. Now my worlds undone. Yea, And I know its not my fault. I never dreamed this day would come. Now I'm wishing for my yesterdays. So many things are left undone. So many things are left undone. Yes, I know its not my fault. I never dreamed this day would come. Now I'm wishing for my yesterdays. So many things are left undone. So many things are left undone. Yes you never know. You never know. You never know. You never know. You never know tomorrow. You never know. You never know. You never know. You never know. You never know tomorrow. Yea.. Yea.. Yea. Yes, I know it's not my fault,. I never dreamed this day would come. Now I'm wishing for my yesterdays. So many things are left undone. So many things are left undone. So many things are left undone.",ENGLISH
/12-stones/,Voodoo Doll,/12-stones/voodoo-doll.html,"Don't pull my strings. I wanna know who died and crowned you king. You take this way too far and all your pain. Why do you take it out on me. You take it out on me, yeah. You're lighting up candles. Flying off the handle. Your crystal ball is lying. You can't control me. You can't hold me. Over your fire. No I'm not your voodoo doll. Not a victim strangled in your cloth. You think you got me underneath your spell. With your voodoo voodoo. You're playing dirty and your magic's black. I'm pulling needles out of my back. You think you cursed me but I won't fall. 'cause I'm not your voodoo voodoo doll. You know you haunt my dreams. Your so called power is not what it seems. Your darkest hour is not mine to face. So don't you take it out on me. Take it out on me, yeah. You're lighting up candles. Flying off the handle. Your crystal ball is lying. You can't control me. You can't hold me. Over your dying fire. No I'm not your voodoo doll. Not a victim strangled in your cloth. You think you got me underneath your spell. With your voodoo voodoo. You're playing dirty and your magic's black. I'm pulling needles out of my back. You think you cursed me but I won't fall. 'cause I'm not your voodoo voodoo doll. Don't pull my strings. I wanna know who died and crowned you king. No I'm not your voodoo doll. Not a victim strangled in your cloth. You think you got me underneath your spell. With your voodoo voodoo. You're playing dirty and your magic's black. I'm pulling needles out of my back. You think you cursed me but I won't fall. 'cause I'm not your voodoo voodoo doll. Yeah. Your voodoo doll. Not your voodoo voodoo",ENGLISH
/12-stones/,Waiting For Yesterday,/12-stones/waiting-for-yesterday.html,"It's a long way back to reality, she puts another. Brick in the wall of shame she made so long ago. Trying to figure out where things went wrong. Searching through all the lies she told. Somehow she missed out on all the things that. She needed most days spent wondering why this. Life is so cold and nothing ever changes. Screaming for attention, watch the sun steal. Yesterday. Hiding all emotion far away. Trying to find his self confidence, another. Broken heart behind the painless smile that he. Shows reminded that yesterday is so far gone. And tomorrow is still a miracle somehow he. Missed out on all the things he needed most days. Spent wondering why this life is so cruel and. Nothing ever changes. Tomorrow's still a miracle",ENGLISH
/12-stones/,We Are One,/12-stones/we-are-one.html,"We walk alone. In the unknown. We live to win another victory. We are the young dying sons. We live to change the face of history. So be afraid, it's the price we pay. The only easy day was yesterday. So hear our voice, we have a choice. It's time to face it. We are one, we are one, we are one. We'll stand together. Number one, number one, the chosen ones. We are one, we are one, we'll fight forever. We are one and we won't die young. We are the bold, united souls. We live to win another victory. Our sacred scars show who we are. They tell the story of our memories. Don't be afraid, it's the price we pay. The only easy day was yesterday. So hear our voice, we have a choice. It's time to face it. We are one, we are one, we are one. We'll stand together. Number one, number one, the chosen ones. We are one, we are one, we'll fight forever. We are one and we won't die young. We walk alone. In the unknown. We live to win another victory. Our sacred scars show who we are. It's time to face it. We are one, we are one, we are one. We'll stand together. Number one, number one, the chosen ones. We are one, we are one, we'll fight forever. We are one and we won't die young. We are one, we are one, yeah. Number one, number one, and we won't die young. We are one, we are one, yeah. Number one, number one, and we won't die young",ENGLISH
/12-stones/,We Are One (Picture Perfect Sessions),/12-stones/we-are-one-picture-perfect-sessions.html,We walk alone. In the unknown. We live to win another victory. We are the young. Dying sons. We live to change the face of history. So be afraid. It's the price we pay. The only easy day was yesterday. So hear our voice. We have a choice. It's time to face it. We are one. We are one. We are one. We will stand together. Number one. Number one. The chosen ones. We are one. We are one. We will fight forever. We are one and we won't die young. We are the bold. United souls. We live to win another victory. Our sacred scars. Show who we are. And tell the story of our memories. Don't be afraid. It's the price we pay. The only easy day was yesterday. So hear our voice. We have a choice. It's time to face it. We are one. We are one. We are one. We will stand together. Number one. Number one. The chosen ones. We are one. We are one. We will fight forever. We are one and we won't die young. We walk alone. In the unknown. We live to win another victory. Our sacred scars. Show who we are. It's time to face it. We are one. We are one. We are one. We will stand together. Number one. Number one. The chosen ones. We are one. We are one. We will fight forever. We are one and we won't die young. We are one. We are one. Yeah. Number one. Number one. The chosen ones. We are one. We are one. Yeah. We are one and we won't die young,ENGLISH
/12-stones/,Welcome To The End,/12-stones/welcome-to-the-end.html,"Searching through my reasons to fight the tide again.. The only thing that works for me is feeling that I can.. I fell for something beautiful that turned into a lie.. I gave my everything to you, you left me here to die.. Welcome to the end.. It's all about to go down.. And I know now. We won't be leaving here the same.. Living in the past,. You know we can't go back.. And you know now. We finally reached our bitter end.. Welcome to the end.. Say I never listen,. I never let you in.. You said you needed more from me.. Any more would be a sin.. Believe me when I say to you ""I will never change."". I'll be standing in the fire when it all goes up in flames.. Welcome to the end.. It's all about to go down.. And I know now. We won't be leaving here the same.. Living in the past,. You know we can't go back.. And you know now,. We finally reached our bitter end.. We finally reached the end! [x2]. Searching through my reasons to fight the tide again.. The only thing that works for me is knowing that I can.. Welcome to the end.. It's all about to go down.. And I know now. We won't be leaving here the same.. Living in the past,. You know we can't go back.. And you know now,. We finally reached our bitter end.. Welcome to the end.. (Welcome to the end. - We can't go back.). Welcome to the end.. You know we can't go back.. And you know now,. We finally reached our bitter end.. We finally reached the end!",ENGLISH
/12-stones/,World So Cold,/12-stones/world-so-cold.html,"It starts with pain, followed by hate. Fueled by the endless questions no one can answer. A stain covers your heart and tears you apart. Just like a sleeping cancer. I don't believe men are born to be killers. I don't believe the world can be saved. How did you get here and when did it start?. An innocent child with a thorn in his heart. What kind of world do we live in?. Where love is divided by hate. Loosing control of our feelings. We all must be dreaming this life away. In a world so cold. Are you sane, where's the shame?. A moment of time passes by you cannot rewind. Who's to blame and where did it start?. Is there a cure for your sickness. Have you no heart?. I don't believe men are born to be killers. I don't believe the world can't be saved. How did you get here and when did it start?. An innocent child with a thorn in his heart. What kind of world do we live in?. Where love is divided by hate. Selling our soul for no reason. We all must be dreaming this life away. In a world so cold, In a world so cold. There's a sickness inside you that wants to escape. It's a feeling you get when you can't find your way. So how many times must you fall to your knees?. Never, never, never, never, never do this again. It starts with pain, followed by hate. No I don't believe men are born to be killers. I don't believe that the world can't be saved. What kind of world do we live in. Where love is divided by hate. Losing control of our feeling. We're dreaming this life away. What kind of world do we live in. Where love is divided by hate. Selling our soul for no reason. We all must be dreaming this life away. In a world so cold. In a world so cold",ENGLISH
/12-stones/,Worlds Collide,/12-stones/worlds-collide.html,I never meant to be your favorite enemy. I didn't want it this way. Face-to-face we'll finally find a remedy. As our worlds collide tonight. You'll never take the heart that beats inside of me. You don't have what it takes. It's safe to say there's gonna be a price to pay. When our worlds collide. The disguise you hide behind. Won't save you now. So let's fuel the fire. And burn it to the ground. As our worlds collide. Trip the wire. The sky comes crashing down. When our worlds collide. This cloud won't always hover over me. I've got a new obsession. It takes a fight to see who you're supposed to be. And now our worlds collide. The disguise you hide behind. Won't save you now. So let's fuel the fire. And burn it to the ground. As our worlds collide. Trip the wire. The sky comes crashing down. When our worlds collide,ENGLISH
/3-doors-down/,Here Without You,/3-doors-down/here-without-you.html,"A hundred days have made me older,. Since the last time that I saw your pretty face. A thousand lies have made me colder. And I don't think I can look at this the same. But all the miles that separate. They disappear now when I'm dreaming of your face. I'm here without you baby. But you're still on my lonely mind. I think about you baby. And I dream about you all the time. I'm here without you baby. But you're still with me in my dreams. And tonight, it's only you and me. The miles just keep rolling. As the people leave their way to say hello. I've heard this life is overrated. But I hope that it. Gets better as we go. I'm here without you baby. But you're still on my lonely mind. I think about you baby. And I dream about you all the time. I'm here without you baby. But you're still with me in my dreams. And tonight, girl, it's only you and me. Everything I know, and anywhere I go. It gets hard but it won't take away my love. And when the last one falls, when it's all said and done. It gets hard but it won't take away my love. I'm here without you baby. But you're still on my lonely mind. I think about you baby. And I dream about you all the time. I'm here without you baby. But you're still with me in my dreams. And tonight, girl, it's only you and me",ENGLISH
/3-doors-down/,When I'm Gone,/3-doors-down/when-im-gone.html,"There's another world inside of me that you may never see. There's secrets in this life that I can't hide. Somewhere in this darkness there's a light that I can't find. Maybe it's too far away, or maybe I'm just blind. Maybe I'm just blind. So hold me when I'm here. Right me when I'm wrong. Hold me when I'm scared. And love me when I'm gone. Everything I am and everything in me. Wants to be the one,be the one,you wanted me to be. I'll never let you down, even if I could. I'd give up everything if only for your good. So hold me when I'm here. Right me when I'm wrong. You can hold me when I'm scared. But you won't always be there. So love me when I'm gone. Love me when I'm gone. When your education x-ray cannot see. under my skin. I won't tell you a damn thing that I could not tell my friends. Now roaming through this darkness I'm alive but I'm alone. Part of me is fighting this but part of me is gone. So hold me when I'm here. Right me when I'm wrong. Hold me when I'm scared. And love me when I'm gone. Everything I am and everything in me. Wants to be the one,be the one,you wanted me to be. I'll never let you down even if I could. I'd give up everything if only for your good. So hold me when I'm here. Right me when I'm wrong. You can hold me when I'm scared. You won't always be there. So love me when I'm gone. Maybe I'm just blind. So hold me when I'm here. Right me when I'm wrong. Hold me when I'm scared. And love me when I'm gone. Everything I am and everything in me. Wants to be the one,be the one,you wanted me to be. I'll never let you down even if I could. I'd give up everything if only for your good. So hold me when I'm here. Right me when I'm wrong. You can hold me when I'm scared. You won't always be there. So love me when I'm gone. Love me when I'm gone",ENGLISH
/3-doors-down/,Kryptonite,/3-doors-down/kryptonite.html,"I took a walk around the world. To ease my troubled mind. I left my body laying somewhere. In the sands of time. I watched the world float. To the dark side of the moon. I feel there is nothing I can do, yeah. I watched the world float. To the dark side of the moon. After all I knew it had to be. Something to do with you. I really don't mind what happens now and then. As long as you'll be my friend at the end. If I go crazy then will you still. Call me Superman. If I'm alive and well, will you be. There holding my hand. I'll keep you by my side. With my superhuman might. Kryptonite. You called me strong, you called me weak,. But still your secrets I will keep. You took for granted all the times. I never let you down. You stumbled in and bumped your head,. If not for me then you would be dead. I picked you up and put you back. On solid ground. If I go crazy then will you still. Call me Superman. If I'm alive and well,. Will you be there holding my hand. I'll keep you by my side. With my superhuman might. Kryptonite. If I go crazy then will you still. Call me Superman. If I'm alive and well,. Will you be there holding my hand. I'll keep you by my side. With my superhuman might. Kryptonite. Yeah!!. If I go crazy then will you still. Call me Superman. If I'm alive and well, will you be there. Holding my hand. I'll keep you by my side. With my superhuman might. Kryptonite",ENGLISH
/3-doors-down/,Let Me Go,/3-doors-down/let-me-go-album-seventeen-days.html,"One more kiss could be the best thing. one more lie could be the worst. and all these thoughts are never resting. and you're not something I deserve. In my head there's only you now. this world falls on me. in this world, there's real and make believe. this seems real to me. And you love me, but you don't know who I am. I'm torn between this life I lead. and where I stand. you love me, but you don't know who I am. so let me go. let me go. I dream ahead to what I hope for. and I turn my back on loving you. how could this love be a good thing. when I know what I'm going through. in my head there's only you now. this world falls on me. in this world, there's real and make believe. this seems real to me. And you love me, but you don't know who I am. I'm torn between this life I lead. and where I stand. you love me, but you don't know who I am. so let me go, just let me go. no matter how hard I try. I can't escape these things inside. I know, I know. but all the pieces fall apart. you will be the only one who knows. who knows. And you love me, but you don't know who I am. I'm torn between this life I lead. and where I stand,. you love me, but you don't know who I am. so let me go. just let me go. you love me, but you don't. you love me, but you don't. you love me, but you don't know who I am. you love me, but you don't. you love me, but you don't. you love me, but you don't know me...",ENGLISH
/3-doors-down/,Be Like That,/3-doors-down/be-like-that.html,"He spends his nights in California,. Watching the stars on the big screen. Then he lies awake and he wonders,. Why can't that be me?. Cause in his life he's filled. with all these good intentions.. He's left a lot of things. he'd rather not mention right now.. Just before he says goodnight,. He looks up with a little smile at me and he says. If I could be like that (like that). I'd would give anything. Just to live one day. In those shoes.. If I could be like that (like that), what would I do?. What would I do? yeah. Now in dreams we run.. She spends her days up in the north park,. watching the people as they pass.. And all she wants is just a little piece of this dream,. is that too much to ask?. With a safe home, and a warm bed,. on a quiet little street.. All she wants is just that something to hold onto now,. that's all she needs. (all she needs). Yeah!. If I could be like that, I would give anything. Just to live one day, in those shoes.. If I could be like that, what would I do?. What would I do?. Yeahee yeah oh ohhh yeah. Falling into this, in dreams we run away.. If I could be like that, I would give anything. Just to live one day, in those shoes.. If I could be like that, what would I do?. What would I do?. If I could be like that, I would give anything. Just to live one day, in those shoes.. If I could be like that, what would I do?. What would I do?. If I could be like that, I would give anything. Just to live one day, in those shoes.. If I could be like that, what would I do?. Lord, What would I do? yeahe yeah. Falling in.. I feel I'm falling in to this again.",ENGLISH
/3-doors-down/,Bad Day,/3-doors-down/bad-day.html,"Had a bad day again. She said i would not understand. She left a note and said i'm sorry I. I had a bad day again. She spilled her coffee broke a shoelace. Smeared the lipstick on her face. Slammed the door and said i'm sorry I. I had a bad day again. And she swears there's nothing wrong. I hear her playing that same old song. She puts me up and puts me on. And had a bad day again. She said i would not understand. She left a note and said i'm sorry i. I had a bad day again. ohh oh oh ohhhh. (Instrumental). And she swears theres nothing wrong. I hear her playing that same old song. She puts me up, and puts me on. Whoa and i've had a bad day again. She said i would not understand. She left a note and said i'm sorry I. I had a bad day again. Left a note and said i'm sorry I. I had a bad day....... oh oh oh oh. oh oh oh oh. oh oh oh oh. oh oh alright. ooooooo oh",ENGLISH
/3-doors-down/,Away From The Sun,/3-doors-down/away-from-the-sun.html,It's down to this. I've got to make this life make sense. Can anyone tell what I've done. I miss the life. I miss the colours of the world. Can anyone tell where I am. Cause now again I've found myself so far down. Away from the sun that shines into the darkest place. I'm so far down away from the sun again. Away from the sun again. I'm over this. I'm tired of livin' in the dark. Can anyone see me down here. The feeling's gone. There's nothing left to lift me up. Back into the world I know. And now again I've found myself so far down. Away from the sun that shines into the darkest place. I'm so far down away from the sun. That shines to light the way for me to find my way back. into the arms. That care about the ones like me. I'm so far down away from the sun again. It's down to this. I've got to make this life make sense. And now I can't tell what I've done. And now again I've found myself so far down. Away from the sun that shines to light the way for me. And now again I've found myself so far down. Away from the sun that shines into the darkest place. I'm so far down away from the sun. That shines to light the way for me to find my way back. into the arms. That care about the ones like me. I'm so far down away from the sun again,ENGLISH
/3-doors-down/,It's Not My Time,/3-doors-down/its-not-my-time.html,"Looking back at the beginning of this. And how life was. Just you and me and love and all of our friends. Living life like an ocean. Now the currents slowly pulling me down. It's getting harder to breath. It won't be too long and I'll be going under. Can you save me from this?. Cause it's not my time,. I'm not going. There's a fear in me. It's not showing. This could be the end of me. And everything I know. Oh, I won't go. I look ahead to all the plans that we made. And the dreams that we had. I'm in a world that tries to take them away. Oh, but I'm taking them back. All this time I've just been to blind to understand. What should matter to me. My friend, this life we live. Is not what we have, it's what we believe. It's not my time. I'm not going. There's a fear in me. It's not showing. This could be the end of me. And everything I know. Oh, It's not my time. I'm not going. There's a fear in me. Now I know that. This could be the end of me. And everything I know. Oh, I won't go. I won't go. There might be more than you believe (2x). There might be more than you can't see. It's not my time. I'm not going. There's a fear in me. It's not showing. This could be the end of me. And everything I know. It's not my time. I'm not going. There's a will in me. Now it's gonna show. This could be the end of me. And everything I know. I won't go. There might be more than you believe. There might be more than you can see. I won't go!. No I won't go down!",ENGLISH
/3-doors-down/,Time Of My Life,/3-doors-down/time-of-my-life.html,"Another day, in some other place. Can someone please remind me where the hell we are. Another night i feel it come to life. How could this go so far?. The life I love is the one I lead. It get's crazy but thats fine by me. Cause I dont see the day. When I run all night. But I've got to say theres no other way. Cause I'm having the time of my life. The words you say bring back memories. of so many days that have gone. I look back and smile at those forgotten miles. and laugh at all that went wrong. What I am is what I want. And I'll be this way 'til I'm dead and gone. Cause I dont see the day. When I run all night. But I've got to say theres no other way. Cause I'm having the time of my life. For me, that's all I need. To live the way. To live the way I please. The life I love is the one I lead. It get's crazy but thats fine by me. Cause I dont see the day. When I run all night. But I've got to say theres no other way. Cause I'm having the time of my life. There some things that I can't make right. And it's been so long since I've been home. But I'm having the time of my life. . (mandinhacolares)",ENGLISH
/3-doors-down/,Loser,/3-doors-down/loser.html,"Breathe in right away, nothing seems. to fill this place. I need this every time, take your. lies get off my case. Someday I will find, a love that flows. Through me like this. This will fall away, this will fall away. You’re getting closer, to pushing me. Off of life’s little edge. Cause I’m a loser and sooner or later. You know I’ll be dead. You’re getting closer, you’re holding the. Rope and I'm taking the fall. Cause I’m a loser, I’m a loser, yeah. This is getting old, I can’t break these. Chains that I hold. My body’s growing cold, there’s nothin. Left of this mind or my soul. Addiction needs a pacifier, the buzz of. This poison is taking me higher. This will fall away, this will fall away. You’re getting closer, to pushing me. Off of life’s little edge. Cause I’m a loser and sooner or later. You know I’ll be dead. You’re getting closer, you’re holding. the rope and I’m taking the fall. Cause I’m a loser, I'm a loser!. You’re getting closer, to pushing me. Off of life’s little edge. Cause I’m a loser and sooner or later. You know I’ll be dead. You’re getting closer, you’re holding. the rope and I’m taking the fall. Cause I’m a loser!. You’re getting closer, to pushing me. Off of life’s little edge. Cause I’m a loser and sooner or later. You know I’ll be dead. You’re getting closer, you’re holding. the rope and I’m taking the fall. Cause I’m a loser!",ENGLISH
/3-doors-down/,Be Somebody,/3-doors-down/be-somebody.html,"The shades go up. Mother's staring down. She don't know where he's been. or how long he's been out. She said boy I'm tired of waiting up while. you're out with your friends. He said Mom I'm trying and I'm living my life the best way that I can. Cause, I'm trying to be somebody. I'm not trying to be somebody else. This life is mine I'm living. Don't you know me? I won't ever let you down. The day has come,. the son is moving on. She don't know where he'll go. or when he's coming home. She said: son take care don't let your dreams get too far out of sight. He said: I love you now don't worry about me you'll know I'll be fine. Cause I'm trying to be somebody. I'm not trying to be somebody else. This life is mine I'm living. Don't you know me? I won't ever let you down. No. I'm not trying to be somebody else. Don't you know me? I won't ever let you. I won't ever let you. What they say. What they know. What they think won't ever bring me down. This life is mine and I am my own. I'm trying to be somebody. I'm not trying to be somebody else. This life is mine I lead. Don't you know me?. I'm trying to be somebody. I'm not trying to be somebody else. This life is mine I'm living. Don't you know me? I won't ever let you down. I'm not trying to be somebody else. Don't you know me? I won't ever let you down. I won't be nobody else. This life is mine and I am my own",ENGLISH
/3-doors-down/,Animal I Have Become,/3-doors-down/animal-i-have-become.html,"I can't escape this hell. So many times i've tried. But i'm still caged inside. Somebody get me through this nightmare. I can't control myself.. So what if you can see the dark inside of me?. No one would ever change this animal I have become. Help me believe it's not the real me. Somebody help me tame this animal. (This animal, this animal).. I can't escape myself. (I can't escape myself). So many times i've lied. (So many times i've lied). But there's still rage inside. Somebody get me through this nightmare. I can't control myself. So what if you can see the dark inside of me?. No one would ever change this animal I have become. Help me believe it's not the real me. Somebody help me tame this animal I have become. Help me believe it's not the real me. Somebody help me tame this animal.. Somebody help me through this nightmare. I can't control myself. Somebody wake me from this nightmare. I can't escape this hell. (This animal, this animal, this animal, this animal, this animal, this animal, this animal). So what if you can see the dark inside of me?. No one will ever change this animal I have become. Help me believe it's not the real me. Somebody help me tame this animal I have become. Help me believe it's not the real me. Somebody help me tame this animal. (This animal I have become)",ENGLISH
/3-doors-down/,Let Me Be Myself,/3-doors-down/let-me-be-myself.html,"I guess I just got lost. Being someone else.. I tried to kill the pain,. But nothing ever helped.. I left myself behind,. Somewhere along the way. Hoping to come back around. To find myself someday.... Lately I'm so tired of waiting for you. To say that it's okay.. Tell me please.... Would you one time, just let me be myself. So I can shine. With my own light.. Let me be myself.. Would you let me be myself?. I'll never find my heart. Behind someone else.. I'll never see the light of day. Living in this hell.. It's time to make my way. Into the world I knew.. And then take back all of these times. That I gave in to you.... Lately I'm so tired of waiting for you. To say that it's okay.. Tell me please.... Would you one time let me be myself. So I can shine. With my own light.. Let me be myself.. For a while,. If you don't mind,. Let me be myself. So I can shine. With my own light.. Let me be myself.. That's all I ever wanted from this world,. Is to let me be me.. Please, would you one time. Let me be myself. So I can shine. With my own light.. Let me be myself.. Please, would you one time. Let me be myself. So I can shine. With my own light.. Let me be myself.. For a while,. If you don't mind. Let me be myself. So I can shine,. With my own light.. Let me be myself.. Would you one time. Let me be myself. And let me be me.",ENGLISH
/3-doors-down/,When You're Young,/3-doors-down/when-youre-young.html,So far away from knowing where I'm going. And trying hard to find out who I am. They all say that I don't know what I'm doing. I say they don't hardly understand. Why can't they remember. What I'll never forget. How these dreams can come undone. When you're young. (Chorus). You give what you give 'cause they make you. Trapped inside a place that won't take you. They want you to be what they make you. It's already over and done. When you're young. Everything seems perfect. Everything's okay. It will all get better now. At least that's what they say. But I don't see it coming. You give what you give 'cause they make you. Trapped inside a place that won't take you. They want you to be what they make you. It's already over and done. When you're young. Days really just seem longer. They say it's better this way. I hope one day I am stronger than I feel. And I hope it feels different than today. You give what you give 'cause they make you. Trapped inside a place that won't take you. They want you to be what they make you. It's already over and done. It's already over and done. It's already over and done. When you're young. Why can't they remember. What I'll never forget. How these dreams can come undone. When you're young,ENGLISH
/3-doors-down/,Be Like That (American Pie Edit),/3-doors-down/be-like-that-american-pie-edit.html,"He spends his whole life being to young. to live the life thats in his dreams.. Then he lies awake and wonders. Why can't that be me?. Cause in his life he's filled with all these good. intentions.. He's left a lot of things he'd rather not mention. right now.. But just before he says goodnight,. He looks up with a little smile at me and he says. If I could be like that. I would give anything. Just to live one day. In those shoes.. If I could be like that, what would I do?. What would I do?. Now and dreams we run.. She spends her days up in the north park,. watching the people as they pass.. And all she wants is just a little piece of this dream,. is that too much to ask?. With a safe home, and a warm bed, on a quiet little. street.. All she wants is just that something to hold onto,. that's all she needs.. Yeah!. If I could be like that, I would give anything. Just to live one day, in those shoes.. If I could be like that, what would I do?. What would I do?. I'm falling into this, in dreams we run away.. If I could be like that, I would give anything. Just to live one day, in those shoes.. If I could be like that, what would I do?. What would I do?. If I could be like that, I would give anything. Just to live one day, in those shoes.. If I could be like that, what would I do?. What would I do?. If I could be like that, I would give anything. Just to live one day, in those shoes.. If I could be like that, what would I do?. What would I do?. Falling in.. I feel I am falling in to this again.",ENGLISH
/3-doors-down/,By My Side,/3-doors-down/by-my-side.html,"They blazed a trail I dared to run. They built this world and I have come. I need another, like a brother. For a crying shoulder. This could be the last time, you will. Stand by my side. But I can feel my soul, it's bleeding, will you fly. With me this evening. Sober mind, time now is gone,. They carved my. Body not of stone. A pretty maze of emptiness,. I said the hell. With all the rest. (Chorus). This could be the last time, you will. Stand by my side. I can feel my soul, it's bleeding, will you fly. With me tonight. (Chorus)",ENGLISH
